"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"7/31/2015","Njmvc Randolph","NJMVC RANDOLPH RANDOLPH NJ","9.75","debit","Miscellaneous","Rewards Card","",""
"7/31/2015","Canada Immigration Department","CITIZEN&IMM-EAPPS ENLIGNEOTTAWA ON","154.57","debit","Legal","Rewards Card","",""
"7/31/2015","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:XXXXX4333512CTS INDN:BHATT,KALPAN K...","2748.65","credit","Paycheck","Kalpan Checking","",""
"7/31/2015","Dividend","DIVIDEND","0.01","credit","Investments","DCU Savings","",""
"7/29/2015","Federal Express","FEDEXOFFICE 00008649 MORRIS PLAINSNJ","7.22","debit","Shipping","Rewards Card","",""
"7/29/2015","BOFA Savings","Online Banking Transfer Conf# d1qgjagnk; Bhatt","500.00","debit","Transfer","Kalpan Checking","",""
"7/29/2015","Transfer from BOA Checking - Kalpan","Mobile/Email Transfer Conf# hjs12x6wi; JHAVERI, ARPIT","500.00","credit","Transfer","Kalpan Savings","",""
"7/29/2015","Transfer from BOA Checking - Khushbu","Mobile/Email Transfer Conf# tsmmmbcx2; BHATT, KHUSHBU","70.87","credit","Transfer","Kalpan Savings","",""
"7/28/2015","ATM Withdrawal","ATM WITHDRAWAL007100  07/28100 PARSI","800.00","debit","Transfer","Kalpan Checking","",""
"7/28/2015","Withdrawal","WITHDRAWAL","1729.12","debit","Transfer","Kalpan Checking","",""
"7/28/2015","Bkofamerica ATM Deposit","BKOFAMERICA ATM 07/28 #000001717 DEPOSIT PARSIPPANY PARSIPPANY NJ","2529.00","credit","Transfer","Kalpan Checking","",""
"7/27/2015","Exxon","EXXONMOBIL    47967690","22.40","debit","Gas & Fuel","Freedom Card","",""
"7/27/2015","Balloon festival","BALLOONFESTIVAL.COM 973-882-5464 NJ","154.00","debit","Vacation","Rewards Card","",""
"7/27/2015","Sam Driving School","BKOFAMERICA ATM 07/26 #000001202 WITHDRWL PARSIPPANY PARSIPPANY NJ","80.00","debit","Miscellaneous","Kalpan Checking","",""
"7/25/2015","Pizza Hut","PIZZA HUT 27589 PINE BROOK NJ","17.10","debit","Fast Food","Rewards Card","",""
"7/25/2015","Pizza Hut","PIZZA HUT 27589 PINE BROOK NJ","2.66","debit","Fast Food","Rewards Card","",""
"7/24/2015","Cablevision","CABLEVISION #7876 973-398-5757 NJ","67.91","debit","Television","Rewards Card","",""
"7/24/2015","Blink Moto Nj","BLINK MOTO #626 888-566-4223 NJ","21.40","debit","Gym","Rewards Card","",""
"7/24/2015","Toyota","TOYOTA OF MORRISTOWN MORRISTOWN NJ","24.08","debit","Service & Parts","Rewards Card","",""
"7/21/2015","Transfer from BOA Checking - Kalpan","PAYMENT","1557.69","credit","Credit Card Payment","Rewards Card","",""
"7/21/2015","Transfer to BOA Cash Rewards","Bank of America Credit Card Bill Payment","1557.69","debit","Credit Card Payment","Kalpan Checking","",""
"7/21/2015","Federal Withholding","Federal Withholding","0.03","debit","Gas & Fuel","Kalpan Savings","",""
"7/21/2015","Interest Earned","Interest Earned","0.11","credit","Interest Income","Kalpan Savings","",""
"7/21/2015","Chase Ending In","Payment to Chase card ending in9584","204.52","debit","Credit Card Payment","Kalpan Checking","",""
"7/21/2015","Subway","SUBWAY        03258274","14.98","debit","Fast Food","Freedom Card","",""
"7/21/2015","Transfer from Chase Checking","Payment Thank You-Mobile","204.52","credit","Credit Card Payment","Freedom Card","",""
"7/21/2015","Subzi, Mandi Cash & Carry","SUBZI MANDI CASH & CAR","33.84","debit","Groceries","Freedom Card","",""
"7/20/2015","Fuel One","3440 FUEL ONE","27.93","debit","Gas & Fuel","Freedom Card","",""
"7/20/2015","Chase Autopay Ppd","CHASE            AUTOPAYPPD ID: 4760039224","4.23","debit","Credit Card Payment","Kalpan Checking","",""
"7/20/2015","Chola New York","CHOLA NEW YORK NY","85.00","debit","Restaurants","Rewards Card","",""
"7/20/2015","Stop & Shop","STOP & SHOP 0857 WESTFIELD NJ","10.97","debit","Groceries","Rewards Card","",""
"7/20/2015","Trader Joe's","TRADER JOE'S #601 QPS WESTFIELD NJ","18.50","debit","Groceries","Rewards Card","",""
"7/20/2015","Credit Card Payment","BANK OF AMERICA CREDIT CARD Bill Payment","25.00","debit","Credit Card Payment","Kalpan Checking","",""
"7/20/2015","New Acct","NEW ACCT","0.00","credit","Misc Expenses","DCU Checking","",""
"7/19/2015","Transfer from Chase Checking","AUTOMATIC PAYMENT - THANK","4.23","credit","Credit Card Payment","Freedom Card","",""
"7/18/2015","Stop & Shop","STOP & SHOP 0893 MORRIS PLAINSNJ","12.92","debit","Groceries","Rewards Card","",""
"7/18/2015","Payment","PAYMENT","25.00","credit","Credit Card Payment","Rewards Card","",""
"7/18/2015","Verizon Wireless","VZWRLSS*APOCC VISN 800-922-0204 CA","177.94","debit","Mobile Phone","Rewards Card","",""
"7/18/2015","Stop & Shop","STOP & SHOP 0893 MORRIS PLAINSNJ","8.55","debit","Groceries","Rewards Card","",""
"7/18/2015","Chipotle","CHIPOTLE 1233 EAST HANOVER NJ","15.00","debit","Restaurants","Rewards Card","",""
"7/15/2015","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:XXXXX5778977CTS INDN:BHATT,KALPAN K...","2653.94","credit","Paycheck","Kalpan Checking","",""
"7/14/2015","Intervale Gardens Rent","Check 145","14.51","debit","Mortgage & Rent","Kalpan Checking","",""
"7/14/2015","Transfer from BOA_Checking","KEEPTHECHANGE CREDIT FROM ACCT7360 EFFECTIVE 07/13","0.96","credit","Savings transfer","Kalpan Savings","",""
"7/13/2015","DIAL91.COM","DIAL91.COM 800-2199545 FL07/10","10.00","debit","Business Services","Kalpan Checking","",""
"7/13/2015","Exxon","EXXONMOBIL 47967690 PARSIPPANY NJ","7.79","debit","Gas & Fuel","Rewards Card","",""
"7/13/2015","Stop & Shop","STOP & SHOP 0893 MORRIS PLAINSNJ","31.44","debit","Groceries","Rewards Card","",""
"7/13/2015","Subzi, Mandi Cash & Carry","SUBZI MANDI CASH & CAR PARSIPPANY NJ","11.26","debit","Groceries","Rewards Card","",""
"7/13/2015","Patel Brothers of Parsippany","PATEL BROTHERS OF PARSIPPANY NJ","65.65","debit","Groceries","Rewards Card","",""
"7/13/2015","BOFA Savings","KEEP THE CHANGE TRANSFER TO ACCT 2431 FOR 07/13/15","0.96","debit","Transfer","Kalpan Checking","",""
"7/13/2015","Costco","COSTCO WHSE #0 07/11 #000276870 PURCHASE COSTCO WHSE #02 EAST HANOVER NJ","158.04","debit","Groceries","Kalpan Checking","",""
"7/13/2015","Domino's Pizza","DOMINO'S 4571","19.02","debit","Fast Food","Freedom Card","",""
"7/12/2015","Fuel One","3440 FUEL ONE","26.20","debit","Gas & Fuel","Freedom Card","",""
"7/11/2015","E-ZPass","NEW JERSEY E-ZPASS 888-288-6865 NJ","25.00","debit","Toll Fees","Rewards Card","",""
"7/11/2015","Walgreens","WALGREENS #13466 PARSIPPANY NJ","4.80","debit","Pharmacy","Rewards Card","",""
"7/11/2015","Walgreens","WALGREENS #13466 PARSIPPANY NJ","5.00","debit","Pharmacy","Rewards Card","",""
"7/11/2015","Chipotle","CHIPOTLE 2394 PARSIPPANY NJ","17.25","debit","Restaurants","Rewards Card","",""
"7/11/2015","Shirish V Bhatt MD","SHIRISH V BHATT MD.,P.C. FAIRFIELD NJ","25.00","debit","Doctor","Rewards Card","",""
"7/10/2015","NJ MVC Eatontown","NJMVC EATONTOWN EATONTOWN NJ","10.00","debit","Legal","Rewards Card","",""
"7/10/2015","FirstEnergy","FIRSTENERGY OPCO DES:FE ECHECK ID:XXXXX9346684 INDN:Kalpan Bhatt CO...","47.85","debit","Utilities","Kalpan Checking","",""
"7/09/2015","USPS","USPS 33639002833105222 PARSIPPANY NJ","0.49","debit","Shipping","Rewards Card","",""
"7/09/2015","Digital Credit Union","CHECKCARD 0707 DIGITAL FEDERAL CREDIT MARLBOROUGH MA 24121575189000189793886","15.00","debit","Bank Fee","Kalpan Checking","",""
"7/08/2015","Deposit","DEPOSIT","15.00","credit","Income","DCU Savings","",""
"7/08/2015","Donation to school - DCU Savings","FEE REACH OUT FOR SCHOOLS $10.00","10.00","debit","Charity","DCU Savings","",""
"7/07/2015","New Acct","NEW ACCT","0.00","credit","Misc Expenses","DCU Savings","",""
"7/07/2015","Sonu Da Dhaba","SONU DA DHABA ISELIN NJ","70.00","debit","Restaurants","Rewards Card","",""
"7/06/2015","Adirondack Winery","IN *ADIRONDACK WINERY 518-6689463 NY","24.00","debit","Alcohol & Bars","Rewards Card","",""
"7/06/2015","Tommy Hilfiger","TOMMY HILFIGER #023 TANNERSVILLE PA","121.09","debit","Clothing","Rewards Card","",""
"7/06/2015","Adirondack Scooters Llc","ADIRONDACK SCOOTERS LLC LAKE GEORGE NY","48.15","debit","Vacation","Rewards Card","",""
"7/06/2015","Gilchrist Marina Rentals","GILCHRIST RENTALS 518-668-5848 NY","90.95","debit","Vacation","Rewards Card","",""
"7/06/2015","Dunkin Donuts","DUNKIN #344732 Q35 PARSIPPANY NJ","9.99","debit","Coffee Shops","Rewards Card","",""
"7/06/2015","Melange","MELANGE PARSIPPANY NJ","35.31","debit","Restaurants","Rewards Card","",""
"7/06/2015","North Face","THE NORTH FACE #308 TANNERSVILLE PA","78.98","debit","Clothing","Rewards Card","",""
"7/06/2015","Hershey Ice Cream","HERSHEY ICE CREAM LAKE GEORGE NY","4.82","debit","Fast Food","Rewards Card","",""
"7/06/2015","Calvin Klein","CALVIN KLEIN #021 TANNERSVILLE PA","181.83","debit","Clothing","Rewards Card","",""
"7/06/2015","Plattekill Bri","PLATTEKILL BRI12494845 PLATTEKILL NY","3.02","debit","Coffee Shops","Rewards Card","",""
"7/06/2015","BOFA AutoLoan","BANK OF AMERICA VEHICLE LOAN Bill Payment","202.95","debit","Auto Payment","Kalpan Checking","",""
"7/04/2015","Crocs O","CROCS STORE O0024 TANNERSVILLE PA","44.99","debit","Clothing","Rewards Card","",""
"7/04/2015","Forever 21","0379 FOREVER 21 TANNERSVILLE PA","8.37","debit","Clothing","Rewards Card","",""
"7/04/2015","Van Heusen","VAN HEUSEN #286 TANNERSVILLE PA","35.91","debit","Clothing","Rewards Card","",""
"7/04/2015","Forever 21","0379 FOREVER 21 TANNERSVILLE PA","8.80","debit","Clothing","Rewards Card","",""
"7/04/2015","Wal-Mart","WAL-MART #5077 BOONTON NJ","18.11","debit","Home Improvement","Rewards Card","",""
"7/03/2015","Desi Food Galaxy","TINA & SHEKHAR FOOD LLC SOMERSET NJ","13.35","debit","Food & Dining","Rewards Card","",""
"7/03/2015","BP Gas station","606 WEST UNION LLC BOUND BROOK NJ","29.00","debit","Gas & Fuel","Rewards Card","",""
"7/03/2015","Transfer to BOA Checking - Khushbu","Mobile/Email Transfer Conf# 1ch0eyks5; Bhatt, Khushbu","1000.00","debit","Transfer","Kalpan Checking","",""
"7/03/2015","Bkofamerica ATM Deposit","BKOFAMERICA ATM 07/03 #000005405 DEPOSIT PARSIPPANY PARSIPPANY NJ","1251.00","credit","Income","Kalpan Checking","",""
"7/02/2015","Netflix","NETFLIX.COM NETFLIX.COM CA","7.99","debit","Movies & DVDs","Rewards Card","",""
"7/02/2015","USPS","USPS 33639002833105222 PARSIPPANY NJ","0.49","debit","Shipping","Rewards Card","",""
"7/02/2015","Intervale Gardens Rent","Check 144","990.00","debit","Mortgage & Rent","Kalpan Checking","",""
"7/01/2015","Geico","GEICO  *AUTO","131.37","debit","Auto Insurance","Freedom Card","",""
"6/30/2015","Fuel One","3440 FUEL ONE PARSIPPANY NJ","25.83","debit","Gas & Fuel","Rewards Card","",""
"6/30/2015","Chipotle","CHIPOTLE 1233 EAST HANOVER NJ","28.25","debit","Restaurants","Rewards Card","",""
"6/30/2015","Safebox Rental BOFA","Safebox Rental","37.45","debit","Service Fee","Kalpan Checking","",""
"6/30/2015","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:XXXXX5869972CTS INDN:BHATT,KALPAN K...","2653.94","credit","Paycheck","Kalpan Checking","",""
"6/29/2015","Fuel One","3440 FUEL ONE PARSIPPANY NJ","15.00","debit","Gas & Fuel","Rewards Card","",""
"6/29/2015","Ganeshs Dosa House","SRIGANESHSDOSAHOUSE PARSIPPANY NJ","5.89","debit","Restaurants","Rewards Card","",""
"6/29/2015","Chipotle","CHIPOTLE 2394 PARSIPPANY NJ","15.00","debit","Restaurants","Rewards Card","",""
"6/28/2015","Ravin","Mobile/Email Transfer Conf# 1e8sgbpqy; Amin, Ravin","261.00","debit","Vacation","Kalpan Checking","",""
"6/28/2015","Ravin","Mobile/Email Transfer Conf# 4qgjd075x; Amin, Ravin","1.00","debit","Vacation","Kalpan Checking","",""
"6/27/2015","Greenhill Liquors","GREEN HILL LIQUORS PARSIPPANY NJ","56.69","debit","Alcohol & Bars","Rewards Card","",""
"6/26/2015","Mobile","Mobile/Email Transfer Conf# 14s3wziii; Zaveri, Arpit","700.00","debit","Gas & Fuel","Kalpan Checking","",""
"6/26/2015","Mobile","Mobile/Email Transfer Conf# h250k236p; Zaveri, Arpit","1.00","debit","Gas & Fuel","Kalpan Checking","",""
"6/26/2015","Mobile","Mobile/Email Transfer Conf# 1o3pznerm; Zaveri, Arpit","999.00","debit","Gas & Fuel","Kalpan Checking","",""
"6/26/2015","Online Banking Transfer","Online Banking Transfer Conf# 7hdskgc93; Bhatt","1000.00","debit","Transfer","Kalpan Checking","",""
"6/24/2015","Blink Moto Nj","BLINK MOTO #626 888-566-4223 NJ","21.40","debit","Gym","Rewards Card","",""
"6/22/2015","Chipotle","CHIPOTLE 2394 PARSIPPANY NJ","18.75","debit","Restaurants","Rewards Card","",""
"6/21/2015","Starbucks","STARBUCKS #13926 DENVILLE","4.23","debit","Coffee Shops","Freedom Card","",""
"6/19/2015","Transfer from BOA Checking - Kalpan","PAYMENT","1043.38","credit","Credit Card Payment","Rewards Card","",""
"6/19/2015","Fuel One","3440 FUEL ONE PARSIPPANY NJ","28.17","debit","Gas & Fuel","Rewards Card","",""
"6/19/2015","Transfer to BOA Cash Rewards","Bank of America Credit Card Bill Payment","1043.38","debit","Credit Card Payment","Kalpan Checking","",""
"6/19/2015","Transfer to Chase Credit","Payment to Chase card ending in9584","665.28","debit","Credit Card Payment","Kalpan Checking","",""
"6/19/2015","Transfer from Chase Checking","Payment Thank You-Mobile","665.28","credit","Credit Card Payment","Freedom Card","",""
"6/18/2015","Chand Palace","CHAND PALACE","54.72","debit","Restaurants","Freedom Card","",""
"6/18/2015","Wal-Mart","WAL-MART #5077","10.34","debit","Shopping","Freedom Card","",""
"6/18/2015","Verizon Wireless","VZWRLSS*APOCC VISN 800-922-0204 CA","166.11","debit","Mobile Phone","Rewards Card","",""
"6/18/2015","Transfer from BOA Checking - Kalpan","PAYMENT","25.00","credit","Credit Card Payment","Rewards Card","",""
"6/18/2015","Transfer to BOA Cash Rewards","BANK OF AMERICA CREDIT CARD Bill Payment","25.00","debit","Credit Card Payment","Kalpan Checking","",""
"6/18/2015","Interest Earned","Interest Earned","0.10","credit","Interest Income","Kalpan Savings","",""
"6/18/2015","Federal Withholding","Federal Withholding","0.03","debit","Gas & Fuel","Kalpan Savings","",""
"6/17/2015","Transfer Khushbu checking","Mobile/Email Transfer Conf# 1gbl8thha; Bhatt, Khushbu","1000.00","debit","Transfer","Kalpan Checking","",""
"6/17/2015","Amazon.com","AMAZON MKTPLACE PMTS","60.00","debit","Shopping","Freedom Card","",""
"6/15/2015","Cablevision","CABLEVISION #7876 973-398-5757 NJ","59.95","debit","Television","Rewards Card","",""
"6/15/2015","The Body Shop","THE BODY SHOP #019 WAYNE NJ","38.41","debit","Shopping","Rewards Card","",""
"6/15/2015","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:XXXXX6374436CTS INDN:BHATT,KALPAN K...","2653.94","credit","Paycheck","Kalpan Checking","",""
"6/15/2015","Transfer from BOA_Checking","KEEPTHECHANGE CREDIT FROM ACCT7360 EFFECTIVE 06/12","0.15","credit","Savings transfer","Kalpan Savings","",""
"6/15/2015","AMC","AMC THEATRES ONLINE","54.87","debit","Movies & DVDs","Freedom Card","",""
"6/13/2015","Stop & Shop","STOP & SHOP 0893 MORRIS PLAINSNJ","19.69","debit","Groceries","Rewards Card","",""
"6/12/2015","BOFA Savings","KEEP THE CHANGE TRANSFER TO ACCT 2431 FOR 06/12/15","0.15","debit","Transfer","Kalpan Checking","",""
"6/12/2015","Costco","COSTCO WHSE #0 06/12 #000354850 PURCHASE COSTCO WHSE #02 EAST HANOVER NJ","58.85","debit","Groceries","Kalpan Checking","",""
"6/11/2015","FirstEnergy","FIRSTENERGY OPCO DES:FE ECHECK ID:XXXXX9346684 INDN:Kalpan Bhatt CO...","34.02","debit","Utilities","Kalpan Checking","",""
"6/09/2015","Mithaas","MITHAAS","6.37","debit","Restaurants","Freedom Card","",""
"6/09/2015","Mithaas","MITHAAS","20.22","debit","Restaurants","Freedom Card","",""
"6/09/2015","Chipotle","CHIPOTLE 2394","17.25","debit","Restaurants","Freedom Card","",""
"6/09/2015","Fuel One","3440 FUEL ONE PARSIPPANY NJ","26.50","debit","Gas & Fuel","Rewards Card","",""
"6/09/2015","Intervale Gardens Rent","Check 143","990.00","debit","Mortgage & Rent","Kalpan Checking","",""
"6/07/2015","Domino's Pizza","DOMINO'S 4974","14.96","debit","Fast Food","Freedom Card","",""
"6/07/2015","Domino's Pizza","DOMINO'S 4974","40.00","debit","Fast Food","Freedom Card","",""
"6/06/2015","Subzi, Mandi Cash & Carry","SUBZI MANDI CASH & CAR PARSIPPANY NJ","28.37","debit","Groceries","Rewards Card","",""
"6/06/2015","Greenhill Liquors","GREEN HILL LIQUORS PARSIPPANY NJ","32.07","debit","Alcohol & Bars","Rewards Card","",""
"6/05/2015","Stop & Shop","STOP & SHOP 0893 MORRIS PLAINSNJ","42.24","debit","Groceries","Rewards Card","",""
"6/05/2015","Udemy","UDEMY.COM UDEMY.COM CA","15.00","debit","Tuition","Rewards Card","",""
"6/05/2015","BOFA AutoLoan","BANK OF AMERICA VEHICLE LOAN Bill Payment","202.95","debit","Auto Payment","Kalpan Checking","",""
"6/04/2015","Stop & Shop","STOP & SHOP 0893 MORRIS PLAINSNJ","19.89","debit","Groceries","Rewards Card","",""
"6/03/2015","Mobile","Mobile/Email Transfer Conf# o3wxypb7u; Bhatt, Khushbu","950.00","debit","Transfer","Kalpan Checking","",""
"6/02/2015","Netflix","NETFLIX.COM NETFLIX.COM CA","7.99","debit","Movies & DVDs","Rewards Card","",""
"6/02/2015","Hollister","HOLLISTER #388 ROCKAWAY NJ","109.79","debit","Clothing","Rewards Card","",""
"6/01/2015","JCPenney","JCPENNEY 0497 ROCKAWAY NJ","68.96","debit","Clothing","Rewards Card","",""
"6/01/2015","Exxon","EXXONMOBIL 47986252 WAYNE NJ","33.34","debit","Gas & Fuel","Rewards Card","",""
"6/01/2015","Online Banking Transfer","Online Banking Transfer Conf# hb8n128v9; Gopani, HARDIP","56.00","debit","Transfer","Kalpan Checking","",""
"6/01/2015","Online Banking Transfer","Online Banking Transfer Conf# 1e162yf6z; Jani","30.00","debit","Transfer","Kalpan Checking","",""
"6/01/2015","Geico","GEICO  *AUTO","131.37","debit","Auto Insurance","Freedom Card","",""
"6/01/2015","On The Border","ON THE BORDER","40.00","debit","Restaurants","Freedom Card","",""
"6/01/2015","Chipotle","CHIPOTLE 1810","17.25","debit","Restaurants","Freedom Card","",""
"6/01/2015","E-ZPass","NEW JERSEY E-ZPASS 888-288-6865 NJ","25.00","debit","Toll Fees","Rewards Card","",""
"5/31/2015","Chipotle","CHIPOTLE 0747","15.00","debit","Restaurants","Freedom Card","",""
"5/31/2015","AMC","AMC WAYNE 14 #2176","22.02","debit","Movies & DVDs","Freedom Card","",""
"5/29/2015","Cognizant Techno Des","COGNIZANT TECHNO DES:DIRECT DEP ID:XXXXX4999012CTS INDN:BHATT,KALPAN K...","2653.95","credit","Paycheck","Kalpan Checking","",""
"5/29/2015","Online Banking Transfer","Online Banking Transfer Conf# 99l0dbblt; vyas, MRUNAL","90.00","debit","Transfer","Kalpan Checking","",""
"5/28/2015","Cash deposit","Cash deposit","72.75","credit","Check","Cash","",""
"5/27/2015","Subzi, Mandi Cash & Carry","SUBZI MANDI CASH & CAR PARSIPPANY NJ","93.29","debit","Groceries","Rewards Card","",""
"5/27/2015","Taco Bell","TACO BELL #28939","6.70","debit","Fast Food","Freedom Card","",""
"5/26/2015","Million Dollar Withdrwl 139 Beach Road","Million Dollar 05/23 #000329861 WITHDRWL 139 Beach Rd Lake George NY","72.75","debit","Cash & ATM","Kalpan Checking","",""
"5/26/2015","Girardinos Pizza","Million Dollar 05/23 #000329861 WITHDRWL 139 Beach Rd Lake George NY","20.00","debit","Restaurants","Kalpan Checking","",""
"5/26/2015","Car Parking","Million Dollar 05/23 #000329861 WITHDRWL 139 Beach Rd Lake George NY","10.00","debit","Parking","Kalpan Checking","",""
"5/26/2015","Edic Boston Parking","EDIC-BOSTON BOSTON MA","18.00","debit","Parking","Rewards Card","",""
"5/26/2015","Black Dog Tavern","THE BLACK DOG TAVERN VINEYARD HAVEMA","18.00","debit","Restaurants","Rewards Card","",""
"5/26/2015","Neptune Sea Chest","NEPTUNE'S SEA CHEST VINEYARD HAVEMA","8.49","debit","Hobbies","Rewards Card","",""
"5/26/2015","Million Dollar Withdrwl 139 Beach Road","Million Dollar 05/23 #000329861 WITHDRWL 139 Beach Rd Lake George NY FEE","2.50","debit","Cash & ATM","Kalpan Checking","",""
"5/26/2015","Dunkin Donuts","DUNKIN #353866       Q35","7.89","debit","Coffee Shops","Freedom Card","",""
